Dataset,Record,Variable,Value
OE,41,OELOC,Not in dataset
OE,42,OELAT,RIGHT
OE,42,OELOC,Not in dataset
OE,43,OELAT,LEFT
OE,43,OELOC,Not in dataset
OE,44,OELAT,RIGHT
OE,44,OELOC,Not in dataset
OE,45,OELAT,LEFT
OE,45,OELOC,Not in dataset
OE,46,OELAT,RIGHT
OE,46,OELOC,Not in dataset
OE,47,OELAT,LEFT
OE,47,OELOC,Not in dataset
OE,48,OELAT,RIGHT
OE,48,OELOC,Not in dataset
OE,49,OELAT,LEFT
OE,49,OELOC,Not in dataset
OE,50,OELAT,RIGHT
OE,50,OELOC,Not in dataset
OE,51,OELAT,LEFT
OE,51,OELOC,Not in dataset
OE,52,OELAT,LEFT
OE,52,OELOC,Not in dataset
OE,53,OELAT,RIGHT
OE,53,OELOC,Not in dataset
OE,54,OELAT,LEFT
OE,54,OELOC,Not in dataset
OE,55,OELAT,LEFT
OE,55,OELOC,Not in dataset
OE,56,OELAT,RIGHT
OE,56,OELOC,Not in dataset
OE,57,OELAT,LEFT
OE,57,OELOC,Not in dataset
OE,58,OELAT,LEFT
OE,58,OELOC,Not in dataset
OE,59,OELAT,RIGHT
OE,59,OELOC,Not in dataset
OE,60,OELAT,LEFT
OE,60,OELOC,Not in dataset
OE,61,OELAT,LEFT
OE,61,OELOC,Not in dataset
OE,62,OELAT,RIGHT
OE,62,OELOC,Not in dataset
OE,63,OELAT,LEFT
OE,63,OELOC,Not in dataset
OE,64,OELAT,LEFT
OE,64,OELOC,Not in dataset
OE,65,OELAT,RIGHT
OE,65,OELOC,Not in dataset
OE,66,OELAT,LEFT
OE,66,OELOC,Not in dataset
OE,67,OELAT,LEFT
OE,67,OELOC,Not in dataset
OE,68,OELAT,RIGHT
OE,68,OELOC,Not in dataset
OE,69,OELAT,LEFT
OE,69,OELOC,Not in dataset
OE,70,OELAT,LEFT
OE,70,OELOC,Not in dataset
OE,71,OELAT,RIGHT
OE,71,OELOC,Not in dataset
OE,72,OELAT,LEFT
OE,72,OELOC,Not in dataset
OE,73,OELAT,LEFT
OE,73,OELOC,Not in dataset
OE,74,OELAT,RIGHT
OE,74,OELOC,Not in dataset
OE,75,OELAT,LEFT
OE,75,OELOC,Not in dataset
OE,76,OELAT,LEFT
OE,76,OELOC,Not in dataset
OE,77,OELAT,RIGHT
OE,77,OELOC,Not in dataset
OE,78,OELAT,LEFT
OE,78,OELOC,Not in dataset
OE,79,OELAT,LEFT
OE,79,OELOC,Not in dataset
OE,80,OELAT,RIGHT
OE,80,OELOC,Not in dataset
OE,81,OELAT,LEFT
OE,81,OELOC,Not in dataset
OE,82,OELAT,RIGHT
OE,82,OELOC,Not in dataset
OE,83,OELAT,LEFT
OE,83,OELOC,Not in dataset
OE,84,OELAT,RIGHT
OE,84,OELOC,Not in dataset
OE,85,OELAT,LEFT
OE,85,OELOC,Not in dataset
OE,86,OELAT,RIGHT
OE,86,OELOC,Not in dataset
OE,87,OELAT,LEFT
OE,87,OELOC,Not in dataset
OE,88,OELAT,RIGHT
OE,88,OELOC,Not in dataset
OE,89,OELAT,LEFT
OE,89,OELOC,Not in dataset
OE,90,OELAT,RIGHT
OE,90,OELOC,Not in dataset
OE,91,OELAT,LEFT
OE,91,OELOC,Not in dataset
OE,92,OELAT,RIGHT
OE,92,OELOC,Not in dataset
OE,93,OELAT,LEFT
OE,93,OELOC,Not in dataset
OE,94,OELAT,RIGHT
OE,94,OELOC,Not in dataset
OE,95,OELAT,LEFT
OE,95,OELOC,Not in dataset
OE,96,OELAT,RIGHT
OE,96,OELOC,Not in dataset
OE,97,OELAT,LEFT
OE,97,OELOC,Not in dataset
OE,98,OELAT,RIGHT
OE,98,OELOC,Not in dataset
OE,99,OELAT,LEFT
OE,99,OELOC,Not in dataset
OE,100,OELAT,RIGHT
OE,100,OELOC,Not in dataset
