path,attribute,value
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,biomedicalConceptIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,childIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,id,Activity_988
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,name,A988
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,timelineId,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,bcCategoryIds,False
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,bcSurrogateIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,biomedicalConceptIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,childIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,id,Activity_1000
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,name,A1000
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,timelineId,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,bcCategoryIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,bcSurrogateIds,null
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,biomedicalConceptIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,childIds,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,definedProcedures,Not in dataset
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,id,Activity_1004
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,name,A1004
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_entity,InterventionalStudyDesign
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_id,InterventionalStudyDesign_1
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,parent_rel,activities
C:\Users\SamJohnson\Documents\data_csv\Published\CORE-001076\negative\58\results\unit-test-coreid-DDF00263-negative-58.json,timelineId,Not in dataset
